// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
03221	0	0	0	0	0	0	0	0	9.451456	2.263952	-1.548125	-0.713867	0.082520	-0.029785	0.094514	0.022638	-0.015484	1.000000	0.000068	0.000049	-0.000026	-0.277358	0.033786	0.960172	0.847980	0.478428	0.228115	-0.451666	0.877477	-0.161346
03222	0	0	0	0	0	0	0	0	9.454657	2.242495	-1.617359	-0.718018	0.075684	-0.029541	0.094546	0.022425	-0.016177	1.000000	0.000060	0.000054	-0.000009	-0.277325	0.033683	0.960186	0.847921	0.478533	0.228113	-0.451797	0.877423	-0.161270
03223	0	0	0	0	0	0	0	0	9.486132	2.263595	-1.544847	-0.719727	0.079346	-0.027344	0.094861	0.022635	-0.015453	1.000000	0.000070	0.000069	-0.000023	-0.277284	0.033545	0.960202	0.847850	0.478656	0.228118	-0.451955	0.877361	-0.161165
03224	0	0	0	0	0	0	0	0	9.453917	2.263165	-1.587831	-0.725586	0.086670	-0.020264	0.094538	0.022633	-0.015883	1.000000	0.000059	0.000064	0.000003	-0.277222	0.033435	0.960224	0.847798	0.478760	0.228093	-0.452091	0.877309	-0.161069
03225	0	0	0	0	0	0	0	0	9.485372	2.243951	-1.528505	-0.719727	0.079102	-0.019775	0.094853	0.022439	-0.015289	1.000000	0.000050	0.000050	-0.000016	-0.277203	0.033330	0.960233	0.847744	0.478850	0.228108	-0.452204	0.877264	-0.160994
03226	0	0	0	0	0	0	0	0	9.505347	2.272741	-1.569753	-0.711914	0.081055	-0.023682	0.095053	0.022726	-0.015702	1.000000	0.000066	0.000061	-0.000026	-0.277192	0.033198	0.960241	0.847670	0.478967	0.228137	-0.452351	0.877205	-0.160907
03227	0	0	0	0	0	0	0	0	9.469904	2.253845	-1.556183	-0.713135	0.076904	-0.029297	0.094698	0.022539	-0.015565	1.000000	0.000052	0.000048	-0.000004	-0.277153	0.033105	0.960255	0.847621	0.479057	0.228129	-0.452465	0.877159	-0.160833
03228	0	0	0	0	0	0	0	0	9.470014	2.253832	-1.555531	-0.717773	0.083008	-0.027832	0.094700	0.022538	-0.015558	1.000000	0.000056	0.000046	-0.000012	-0.277132	0.033012	0.960264	0.847564	0.479156	0.228134	-0.452585	0.877109	-0.160770
03229	0	0	0	0	0	0	0	0	9.453367	2.243953	-1.569656	-0.716064	0.074707	-0.026611	0.094533	0.022438	-0.015699	1.000000	0.000060	0.000044	-0.000021	-0.277126	0.032908	0.960270	0.847498	0.479261	0.228157	-0.452711	0.877055	-0.160705
03230	0	0	0	0	0	0	0	0	9.472229	2.253175	-1.596672	-0.718506	0.084961	-0.030029	0.094722	0.022530	-0.015969	1.000000	0.000056	0.000036	-0.000024	-0.277135	0.032822	0.960270	0.847434	0.479361	0.228185	-0.452826	0.877004	-0.160662
03231	0	0	0	0	0	0	0	0	9.453368	2.244629	-1.568684	-0.713867	0.087891	-0.024170	0.094534	0.022443	-0.015690	1.000000	0.000063	0.000043	-0.000041	-0.277163	0.032699	0.960266	0.847355	0.479471	0.228246	-0.452957	0.876948	-0.160599
03232	0	0	0	0	0	0	0	0	9.487840	2.244602	-1.566163	-0.721924	0.085449	-0.019775	0.094878	0.022443	-0.015667	1.000000	0.000039	0.000061	-0.000034	-0.277165	0.032559	0.960271	0.847302	0.479541	0.228299	-0.453056	0.876915	-0.160499
03233	0	0	0	0	0	0	0	0	9.436677	2.235714	-1.581736	-0.712891	0.082275	-0.022217	0.094367	0.022354	-0.015821	1.000000	0.000048	0.000055	-0.000039	-0.277177	0.032416	0.960272	0.847237	0.479626	0.228359	-0.453168	0.876874	-0.160406
