// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
33999	0	0	0	0	0	0	0	0	8.519447	0.363242	-4.804918	-0.323486	0.458252	-0.073730	0.085193	0.003630	-0.048053	1.000000	0.000031	0.000043	-0.000044	-0.218513	0.441200	0.870399	0.922670	0.383802	0.037089	-0.317697	0.811196	-0.490948
34000	0	0	0	0	0	0	0	0	8.537629	0.393214	-4.802787	-0.327148	0.449219	-0.066895	0.085374	0.003930	-0.048031	1.000000	0.000020	0.000043	-0.000034	-0.217217	0.440245	0.871207	0.923678	0.381318	0.037609	-0.315650	0.812884	-0.489473
34001	0	0	0	0	0	0	0	0	8.537993	0.393576	-4.802110	-0.321289	0.451904	-0.059082	0.085378	0.003934	-0.048024	1.000000	0.000032	0.000039	-0.000037	-0.217262	0.440153	0.871242	0.923642	0.381403	0.037644	-0.315725	0.812894	-0.489408
34002	0	0	0	0	0	0	0	0	8.528847	0.360531	-4.825555	-0.323486	0.455078	-0.060303	0.085287	0.003602	-0.048258	1.000000	0.000004	0.000030	-0.000036	-0.217316	0.440084	0.871263	0.923627	0.381432	0.037712	-0.315731	0.812918	-0.489365
34003	0	0	0	0	0	0	0	0	8.561069	0.400903	-4.793739	-0.320801	0.445801	-0.067627	0.085609	0.004006	-0.047941	1.000000	0.000021	0.000042	-0.000045	-0.217373	0.439981	0.871301	0.923594	0.381506	0.037770	-0.315789	0.812939	-0.489293
34004	0	0	0	0	0	0	0	0	8.553043	0.405327	-4.770522	-0.319580	0.451660	-0.060791	0.085529	0.004051	-0.047708	1.000000	0.000003	0.000031	-0.000025	-0.217400	0.439912	0.871329	0.923581	0.381533	0.037811	-0.315808	0.812964	-0.489240
34005	0	0	0	0	0	0	0	0	8.588905	0.384887	-4.779432	-0.321533	0.453613	-0.072021	0.085887	0.003846	-0.047799	1.000000	-0.000002	0.000052	-0.000028	-0.217419	0.439806	0.871378	0.923571	0.381554	0.037862	-0.315826	0.813011	-0.489149
34006	0	0	0	0	0	0	0	0	8.584735	0.408611	-4.784266	-0.325684	0.451416	-0.070068	0.085845	0.004084	-0.047848	1.000000	-0.000004	0.000058	-0.000023	-0.217427	0.439691	0.871434	0.923563	0.381568	0.037909	-0.315843	0.813067	-0.489045
34007	0	0	0	0	0	0	0	0	8.589845	0.386009	-4.777651	-0.324463	0.446777	-0.067871	0.085897	0.003856	-0.047780	1.000000	-0.000018	0.000038	-0.000040	-0.217477	0.439598	0.871468	0.923557	0.381574	0.037997	-0.315827	0.813114	-0.488978
34008	0	0	0	0	0	0	0	0	8.568616	0.418102	-4.737864	-0.321045	0.450195	-0.066162	0.085686	0.004176	-0.047379	1.000000	-0.000009	0.000004	-0.000057	-0.217582	0.439541	0.871471	0.923537	0.381610	0.038110	-0.315811	0.813128	-0.488964
34009	0	0	0	0	0	0	0	0	8.572234	0.438186	-4.766281	-0.327148	0.454346	-0.071289	0.085723	0.004379	-0.047662	1.000000	-0.000017	-0.000009	-0.000018	-0.217622	0.439542	0.871460	0.923540	0.381599	0.038159	-0.315776	0.813132	-0.488980
34010	0	0	0	0	0	0	0	0	8.589814	0.388314	-4.777520	-0.326172	0.450195	-0.064697	0.085899	0.003880	-0.047774	1.000000	0.000006	-0.000015	-0.000042	-0.217715	0.439519	0.871449	0.923518	0.381645	0.038240	-0.315777	0.813124	-0.488994
34011	0	0	0	0	0	0	0	0	8.566015	0.425181	-4.819424	-0.312988	0.447510	-0.060303	0.085663	0.004249	-0.048190	1.000000	-0.000006	-0.000048	-0.000029	-0.217800	0.439575	0.871400	0.923509	0.381660	0.038297	-0.315744	0.813086	-0.489077
34012	0	0	0	0	0	0	0	0	8.548927	0.433605	-4.774851	-0.324951	0.445801	-0.071777	0.085491	0.004333	-0.047746	1.000000	-0.000002	-0.000026	-0.000031	-0.217883	0.439574	0.871379	0.923496	0.381683	0.038371	-0.315724	0.813076	-0.489107
34013	0	0	0	0	0	0	0	0	8.530944	0.404550	-4.776608	-0.322754	0.455078	-0.059082	0.085310	0.004043	-0.047765	1.000000	0.000005	-0.000014	-0.000031	-0.217949	0.439573	0.871363	0.923480	0.381718	0.038421	-0.315727	0.813060	-0.489132
34014	0	0	0	0	0	0	0	0	8.522555	0.409074	-4.754022	-0.323975	0.446289	-0.059326	0.085225	0.004087	-0.047541	1.000000	-0.000001	0.000012	-0.000040	-0.218031	0.439498	0.871380	0.923462	0.381750	0.038520	-0.315721	0.813085	-0.489094
34015	0	0	0	0	0	0	0	0	8.534691	0.425069	-4.804737	-0.325439	0.446045	-0.070313	0.085346	0.004248	-0.048049	1.000000	0.000007	0.000019	-0.000034	-0.218082	0.439441	0.871397	0.923443	0.381791	0.038573	-0.315741	0.813098	-0.489060
