// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
51252	0	0	0	0	0	0	0	0	9.767896	-1.458610	-0.494439	-0.638184	0.402344	-0.198730	0.097678	-0.014590	-0.004948	1.000000	0.000125	0.000022	-0.000045	0.096514	0.120670	0.987990	0.819521	0.553692	-0.147683	-0.564863	0.823932	-0.045453
51253	0	0	0	0	0	0	0	0	9.750046	-1.467697	-0.442860	-0.635986	0.400879	-0.201904	0.097500	-0.014680	-0.004434	1.000000	0.000142	0.000038	-0.000039	0.096484	0.120568	0.988005	0.819371	0.553933	-0.147613	-0.565086	0.823785	-0.045345
51254	0	0	0	0	0	0	0	0	9.755665	-1.443740	-0.446984	-0.634521	0.408203	-0.201172	0.097556	-0.014442	-0.004476	1.000000	0.000161	0.000044	-0.000054	0.096445	0.120437	0.988025	0.819199	0.554212	-0.147522	-0.565342	0.823617	-0.045211
51255	0	0	0	0	0	0	0	0	9.755814	-1.443052	-0.445935	-0.635010	0.407227	-0.200684	0.097558	-0.014433	-0.004463	1.000000	0.000144	0.000019	-0.000031	0.096416	0.120372	0.988036	0.819041	0.554457	-0.147474	-0.565575	0.823461	-0.045132
51256	0	0	0	0	0	0	0	0	9.790607	-1.429704	-0.465785	-0.629883	0.395996	-0.196533	0.097905	-0.014300	-0.004661	1.000000	0.000155	0.000007	-0.000039	0.096360	0.120319	0.988048	0.818873	0.554722	-0.147412	-0.565829	0.823290	-0.045073
51257	0	0	0	0	0	0	0	0	9.774064	-1.432147	-0.495103	-0.633789	0.402832	-0.197266	0.097740	-0.014325	-0.004956	1.000000	0.000158	0.000025	-0.000041	0.096320	0.120231	0.988062	0.818703	0.554992	-0.147343	-0.566082	0.823121	-0.044977
51258	0	0	0	0	0	0	0	0	9.756203	-1.441157	-0.443558	-0.638672	0.400635	-0.201416	0.097561	-0.014415	-0.004440	1.000000	0.000180	0.000021	-0.000048	0.096265	0.120144	0.988078	0.818508	0.555300	-0.147265	-0.566373	0.822926	-0.044883
51259	0	0	0	0	0	0	0	0	9.768084	-1.423947	-0.470645	-0.632080	0.407471	-0.197510	0.097680	-0.014243	-0.004711	1.000000	0.000180	0.000021	-0.000048	0.096204	0.120058	0.988095	0.818313	0.555608	-0.147183	-0.566664	0.822731	-0.044793
51260	0	0	0	0	0	0	0	0	9.791183	-1.426871	-0.462345	-0.639160	0.400391	-0.197510	0.097911	-0.014272	-0.004627	1.000000	0.000173	0.000013	-0.000042	0.096149	0.119990	0.988108	0.818125	0.555903	-0.147114	-0.566945	0.822541	-0.044718
51261	0	0	0	0	0	0	0	0	9.739954	-1.442263	-0.471029	-0.639160	0.401367	-0.206543	0.097399	-0.014424	-0.004715	1.000000	0.000150	0.000027	-0.000026	0.096127	0.119918	0.988119	0.817962	0.556156	-0.147069	-0.567185	0.822381	-0.044627
