// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
17448	0	0	0	0	0	0	0	0	9.478150	2.321957	-1.476376	-0.774902	0.099609	-0.092041	0.094783	0.023214	-0.014766	1.000000	0.000002	0.000024	-0.000059	-0.278713	-0.005218	0.960360	0.800135	0.551779	0.235210	-0.531134	0.833974	-0.149613
17449	0	0	0	0	0	0	0	0	9.487914	2.352878	-1.490205	-0.778320	0.097412	-0.087158	0.094880	0.023523	-0.014904	1.000000	0.000031	0.000026	-0.000060	-0.278618	-0.008037	0.960368	0.794566	0.559772	0.235201	-0.539477	0.828608	-0.149577
17450	0	0	0	0	0	0	0	0	9.472247	2.335801	-1.454926	-0.770752	0.091797	-0.089355	0.094724	0.023353	-0.014551	1.000000	0.000031	0.000026	-0.000060	-0.278687	-0.008147	0.960348	0.794500	0.559822	0.235308	-0.539541	0.828573	-0.149542
17451	0	0	0	0	0	0	0	0	9.466445	2.342688	-1.488200	-0.777344	0.102539	-0.094971	0.094666	0.023422	-0.014883	1.000000	0.000005	0.000014	-0.000056	-0.278781	-0.008223	0.960320	0.794461	0.559828	0.235425	-0.539549	0.828568	-0.149536
17452	0	0	0	0	0	0	0	0	9.482821	2.314451	-1.495791	-0.767334	0.095459	-0.092041	0.094829	0.023140	-0.014959	1.000000	0.000015	0.000018	-0.000054	-0.278847	-0.008313	0.960299	0.794414	0.559852	0.235524	-0.539583	0.828551	-0.149510
17453	0	0	0	0	0	0	0	0	9.487054	2.357056	-1.489075	-0.785889	0.097656	-0.097168	0.094872	0.023565	-0.014892	1.000000	0.000016	0.000015	-0.000062	-0.278930	-0.008408	0.960275	0.794362	0.559878	0.235640	-0.539618	0.828532	-0.149488
17454	0	0	0	0	0	0	0	0	9.486842	2.358037	-1.488869	-0.771973	0.101807	-0.091064	0.094869	0.023576	-0.014890	1.000000	0.000010	0.000013	-0.000045	-0.278988	-0.008480	0.960257	0.794325	0.559894	0.235724	-0.539641	0.828521	-0.149468
17455	0	0	0	0	0	0	0	0	9.486600	2.359094	-1.488737	-0.764404	0.107422	-0.095215	0.094868	0.023585	-0.014888	1.000000	-0.000009	0.000001	-0.000066	-0.279095	-0.008556	0.960225	0.794297	0.559879	0.235856	-0.539628	0.828530	-0.149463
17456	0	0	0	0	0	0	0	0	9.501955	2.384035	-1.469060	-0.775391	0.095703	-0.089600	0.095020	0.023838	-0.014694	1.000000	0.000009	0.000034	-0.000031	-0.279108	-0.008648	0.960221	0.794269	0.559894	0.235914	-0.539662	0.828519	-0.149402
17457	0	0	0	0	0	0	0	0	9.486272	2.360736	-1.488228	-0.777344	0.093018	-0.094971	0.094864	0.023603	-0.014881	1.000000	0.000017	-0.000010	-0.000048	-0.279202	-0.008689	0.960193	0.794223	0.559920	0.236009	-0.539682	0.828501	-0.149430
17458	0	0	0	0	0	0	0	0	9.470567	2.343630	-1.453270	-0.776855	0.100098	-0.089355	0.094707	0.023430	-0.014534	1.000000	0.000010	0.000019	-0.000065	-0.279285	-0.008792	0.960168	0.794176	0.559935	0.236130	-0.539708	0.828490	-0.149398
17459	0	0	0	0	0	0	0	0	9.453659	2.368040	-1.499469	-0.781738	0.107178	-0.095703	0.094538	0.023676	-0.014996	1.000000	0.000022	0.000014	-0.000052	-0.279360	-0.008879	0.960145	0.794122	0.559969	0.236233	-0.539749	0.828466	-0.149382
17460	0	0	0	0	0	0	0	0	9.443532	2.339098	-1.485016	-0.773438	0.102051	-0.092285	0.094436	0.023386	-0.014852	1.000000	0.000026	0.000021	-0.000052	-0.279419	-0.008972	0.960127	0.794065	0.560011	0.236324	-0.539802	0.828437	-0.149354
17461	0	0	0	0	0	0	0	0	9.464396	2.352315	-1.486044	-0.775391	0.096924	-0.094971	0.094645	0.023519	-0.014862	1.000000	0.000030	0.000028	-0.000052	-0.279486	-0.009081	0.960107	0.794000	0.560058	0.236430	-0.539862	0.828404	-0.149318
17462	0	0	0	0	0	0	0	0	9.464202	2.353293	-1.485732	-0.764160	0.100098	-0.089844	0.094643	0.023528	-0.014858	1.000000	0.000027	0.000019	-0.000060	-0.279561	-0.009180	0.960084	0.793937	0.560101	0.236537	-0.539916	0.828373	-0.149295
