// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
42451	0	0	0	0	0	0	0	0	9.797785	0.050686	-1.047856	-0.722168	0.264893	-0.129395	0.097977	0.000502	-0.010484	1.000000	-0.000018	0.000054	-0.000051	-0.064394	0.084848	0.994311	0.824389	0.566001	0.005091	-0.562349	0.820027	-0.106394
42452	0	0	0	0	0	0	0	0	9.822986	0.078770	-1.006464	-0.719971	0.266113	-0.145264	0.098229	0.000783	-0.010071	1.000000	0.000013	0.000064	-0.000053	-0.066025	0.078133	0.994754	0.811256	0.584637	0.007926	-0.580951	0.807524	-0.101986
42453	0	0	0	0	0	0	0	0	9.829575	0.080170	-1.039205	-0.718994	0.270508	-0.134277	0.098295	0.000796	-0.010398	1.000000	0.000021	0.000056	-0.000055	-0.065298	0.081380	0.994542	0.817563	0.575801	0.006562	-0.572124	0.813529	-0.104132
42454	0	0	0	0	0	0	0	0	9.823201	0.080769	-1.004196	-0.725586	0.267334	-0.129395	0.098231	0.000803	-0.010047	1.000000	0.000023	0.000056	-0.000048	-0.065312	0.081233	0.994553	0.817531	0.575846	0.006653	-0.572169	0.813512	-0.104020
42455	0	0	0	0	0	0	0	0	9.861346	0.109399	-1.030595	-0.724365	0.275391	-0.142090	0.098613	0.001090	-0.010312	1.000000	0.000025	0.000064	-0.000041	-0.065307	0.081098	0.994564	0.817502	0.575887	0.006722	-0.572211	0.813497	-0.103907
42456	0	0	0	0	0	0	0	0	9.809798	0.080989	-1.021969	-0.715088	0.269287	-0.135254	0.098097	0.000806	-0.010226	1.000000	0.000001	0.000063	-0.000041	-0.065302	0.080947	0.994577	0.817496	0.575894	0.006804	-0.572220	0.813507	-0.103781
42457	0	0	0	0	0	0	0	0	9.796313	0.080298	-1.040691	-0.728516	0.270752	-0.129883	0.097962	0.000800	-0.010416	1.000000	0.000018	0.000088	-0.000031	-0.065253	0.080767	0.994595	0.817471	0.575929	0.006863	-0.572262	0.813500	-0.103606
42458	0	0	0	0	0	0	0	0	9.810104	0.082400	-1.018920	-0.718506	0.264404	-0.128418	0.098100	0.000820	-0.010196	1.000000	0.000015	0.000072	-0.000046	-0.065246	0.080598	0.994609	0.817448	0.575960	0.006951	-0.572295	0.813495	-0.103463
42459	0	0	0	0	0	0	0	0	9.830395	0.084842	-1.031042	-0.719238	0.270752	-0.128906	0.098303	0.000846	-0.010319	1.000000	0.000043	0.000089	-0.000031	-0.065196	0.080416	0.994627	0.817395	0.576035	0.007006	-0.572376	0.813460	-0.103287
42460	0	0	0	0	0	0	0	0	9.824037	0.085152	-0.995626	-0.716309	0.269043	-0.139160	0.098240	0.000847	-0.009963	1.000000	0.000046	0.000065	-0.000047	-0.065199	0.080256	0.994640	0.817336	0.576118	0.007090	-0.572461	0.813417	-0.103158
