// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
09649	0	0	0	0	0	0	0	0	9.267188	0.270187	-3.222887	-0.202148	0.446777	0.125977	0.092670	0.002699	-0.032234	1.000000	0.000081	0.000061	-0.000063	0.029012	0.328277	0.944136	0.985711	-0.166189	0.027494	0.165931	0.929847	-0.328407
09650	0	0	0	0	0	0	0	0	9.279207	0.251945	-3.212049	-0.198975	0.445801	0.117676	0.092790	0.002514	-0.032127	1.000000	0.000073	0.000069	-0.000089	0.026047	0.327032	0.944654	0.987956	-0.152603	0.025589	0.152526	0.932611	-0.327068
09651	0	0	0	0	0	0	0	0	9.278918	0.268147	-3.179867	-0.200195	0.458496	0.125000	0.092787	0.002678	-0.031805	1.000000	0.000073	0.000065	-0.000065	0.027372	0.327609	0.944417	0.986906	-0.159090	0.026583	0.158956	0.931323	-0.327674
09652	0	0	0	0	0	0	0	0	9.276077	0.234586	-3.181248	-0.196045	0.448486	0.122559	0.092759	0.002342	-0.031817	1.000000	0.000085	0.000053	-0.000068	0.027220	0.327532	0.944448	0.986937	-0.158886	0.026657	0.158791	0.931385	-0.327578
09653	0	0	0	0	0	0	0	0	9.264779	0.254577	-3.189858	-0.208252	0.446533	0.111816	0.092646	0.002541	-0.031905	1.000000	0.000073	0.000067	-0.000077	0.027061	0.327432	0.944487	0.986964	-0.158705	0.026741	0.158651	0.931451	-0.327459
09654	0	0	0	0	0	0	0	0	9.295529	0.270682	-3.195297	-0.203613	0.444092	0.126709	0.092953	0.002701	-0.031960	1.000000	0.000057	0.000076	-0.000081	0.026877	0.327317	0.944532	0.986986	-0.158546	0.026858	0.158543	0.931518	-0.327319
09655	0	0	0	0	0	0	0	0	9.281122	0.256486	-3.206152	-0.200684	0.442871	0.124512	0.092809	0.002561	-0.032067	1.000000	0.000061	0.000064	-0.000063	0.026733	0.327217	0.944571	0.987009	-0.158391	0.026936	0.158426	0.931580	-0.327200
09656	0	0	0	0	0	0	0	0	9.297020	0.257172	-3.223848	-0.197998	0.448975	0.131836	0.092968	0.002568	-0.032244	1.000000	0.000050	0.000063	-0.000061	0.026593	0.327119	0.944609	0.987028	-0.158259	0.027018	0.158331	0.931637	-0.327084
09657	0	0	0	0	0	0	0	0	9.281936	0.258026	-3.203672	-0.204102	0.448486	0.123535	0.092817	0.002577	-0.032044	1.000000	0.000044	0.000083	-0.000053	0.026463	0.326979	0.944661	0.987045	-0.158143	0.027088	0.158249	0.931706	-0.326928
09658	0	0	0	0	0	0	0	0	9.282397	0.258756	-3.202275	-0.201904	0.449463	0.120361	0.092822	0.002584	-0.032029	1.000000	0.000033	0.000069	-0.000052	0.026338	0.326866	0.944703	0.987058	-0.158047	0.027165	0.158187	0.931762	-0.326799
09659	0	0	0	0	0	0	0	0	9.268030	0.244376	-3.213080	-0.203125	0.443115	0.119141	0.092678	0.002440	-0.032138	1.000000	0.000037	0.000075	-0.000057	0.026203	0.326743	0.944750	0.987073	-0.157941	0.027247	0.158117	0.931823	-0.326657
09660	0	0	0	0	0	0	0	0	9.284025	0.244757	-3.230548	-0.197754	0.450439	0.115967	0.092838	0.002447	-0.032312	1.000000	0.000051	0.000075	-0.000026	0.026128	0.326611	0.944798	0.987090	-0.157828	0.027262	0.158020	0.931888	-0.326518
09661	0	0	0	0	0	0	0	0	9.272108	0.279667	-3.207891	-0.198730	0.449707	0.117432	0.092719	0.002792	-0.032086	1.000000	0.000040	0.000080	-0.000061	0.025988	0.326480	0.944847	0.987106	-0.157713	0.027346	0.157943	0.931954	-0.326369
09662	0	0	0	0	0	0	0	0	9.284183	0.261265	-3.196891	-0.203369	0.444092	0.117676	0.092840	0.002610	-0.031974	1.000000	0.000050	0.000061	-0.000048	0.025873	0.326382	0.944884	0.987124	-0.157589	0.027404	0.157848	0.932009	-0.326257
09663	0	0	0	0	0	0	0	0	9.285353	0.246614	-3.226587	-0.202637	0.447510	0.128418	0.092851	0.002463	-0.032273	1.000000	0.000029	0.000077	-0.000046	0.025762	0.326252	0.944932	0.987136	-0.157505	0.027469	0.157794	0.932069	-0.326112
09664	0	0	0	0	0	0	0	0	9.299823	0.277793	-3.182168	-0.197266	0.444336	0.113525	0.092996	0.002774	-0.031828	1.000000	0.000034	0.000069	-0.000052	0.025636	0.326139	0.944974	0.987149	-0.157409	0.027546	0.157731	0.932124	-0.325983
