// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
17717	0	0	0	0	0	0	0	0	9.229874	-0.202221	-3.239566	-0.381348	-0.424805	-0.213135	0.092296	-0.002026	-0.032404	1.000000	-0.000040	0.000090	-0.000030	-0.227679	-0.240913	0.943463	-0.770934	0.636481	-0.023519	-0.594830	-0.732703	-0.330642
17718	0	0	0	0	0	0	0	0	9.254537	-0.179499	-3.248909	-0.381836	-0.429688	-0.197754	0.092543	-0.001796	-0.032495	1.000000	-0.000077	0.000061	0.000015	-0.227630	-0.240804	0.943503	-0.770836	0.636600	-0.023497	-0.594976	-0.732635	-0.330530
17719	0	0	0	0	0	0	0	0	9.230819	-0.201495	-3.236918	-0.378418	-0.425293	-0.206543	0.092306	-0.002016	-0.032376	1.000000	-0.000051	0.000079	0.000007	-0.227536	-0.240683	0.943557	-0.770774	0.636676	-0.023466	-0.595092	-0.732609	-0.330379
17720	0	0	0	0	0	0	0	0	9.255460	-0.179181	-3.246297	-0.379883	-0.420898	-0.212402	0.092552	-0.001792	-0.032469	1.000000	-0.000061	0.000067	0.000021	-0.227488	-0.240558	0.943600	-0.770693	0.636775	-0.023466	-0.595216	-0.732564	-0.330255
17721	0	0	0	0	0	0	0	0	9.277651	-0.181139	-3.255995	-0.383789	-0.424072	-0.201660	0.092775	-0.001813	-0.032564	1.000000	-0.000075	0.000049	0.000012	-0.227448	-0.240472	0.943632	-0.770598	0.636891	-0.023437	-0.595355	-0.732491	-0.330167
17722	0	0	0	0	0	0	0	0	9.280339	-0.156642	-3.255006	-0.376465	-0.424561	-0.208008	0.092802	-0.001567	-0.032555	1.000000	-0.000089	0.000056	0.000024	-0.227418	-0.240360	0.943667	-0.770481	0.637032	-0.023424	-0.595517	-0.732405	-0.330065
17723	0	0	0	0	0	0	0	0	9.280632	-0.156753	-3.254166	-0.378174	-0.419189	-0.209961	0.092805	-0.001566	-0.032545	1.000000	-0.000086	0.000037	0.000049	-0.227445	-0.240247	0.943690	-0.770356	0.637182	-0.023453	-0.595668	-0.732311	-0.330000
17724	0	0	0	0	0	0	0	0	9.337017	-0.138131	-3.198653	-0.376953	-0.423584	-0.203613	0.093370	-0.001380	-0.031987	1.000000	-0.000069	0.000011	0.000039	-0.227492	-0.240181	0.943695	-0.770257	0.637302	-0.023482	-0.595779	-0.732229	-0.329982
17725	0	0	0	0	0	0	0	0	9.331090	-0.088713	-3.220328	-0.386475	-0.424316	-0.203857	0.093311	-0.000886	-0.032204	1.000000	-0.000075	0.000005	0.000039	-0.227533	-0.240133	0.943698	-0.770149	0.637431	-0.023489	-0.595902	-0.732133	-0.329975
17726	0	0	0	0	0	0	0	0	9.296299	-0.109946	-3.231341	-0.379639	-0.420410	-0.200928	0.092962	-0.001099	-0.032315	1.000000	-0.000039	0.000021	0.000013	-0.227528	-0.240084	0.943711	-0.770097	0.637494	-0.023488	-0.595971	-0.732093	-0.329936
17727	0	0	0	0	0	0	0	0	9.266393	-0.082153	-3.241777	-0.380859	-0.421875	-0.211426	0.092662	-0.000825	-0.032423	1.000000	-0.000052	0.000053	-0.000014	-0.227412	-0.240042	0.943750	-0.770042	0.637564	-0.023390	-0.596087	-0.732046	-0.329832
