// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
41101	0	0	0	0	0	0	0	0	9.429926	0.906099	-2.506302	-0.180420	0.407715	0.266357	0.094300	0.009056	-0.025063	1.000000	0.000029	0.000003	-0.000060	0.046506	0.268094	0.962270	0.871754	-0.481240	0.091945	0.487732	0.834586	-0.256093
41102	0	0	0	0	0	0	0	0	9.444230	0.889843	-2.496892	-0.182129	0.409424	0.266357	0.094443	0.008894	-0.024967	1.000000	0.000026	-0.000013	-0.000056	0.046421	0.268170	0.962252	0.871784	-0.481166	0.092039	0.487685	0.834604	-0.256123
41103	0	0	0	0	0	0	0	0	9.466154	0.882092	-2.546354	-0.187012	0.411621	0.269775	0.094662	0.008816	-0.025462	1.000000	0.000027	-0.000015	-0.000064	0.046328	0.268259	0.962232	0.871814	-0.481092	0.092148	0.487642	0.834618	-0.256160
41104	0	0	0	0	0	0	0	0	9.480419	0.865927	-2.537086	-0.174561	0.413818	0.261963	0.094805	0.008654	-0.025370	1.000000	0.000049	-0.000008	-0.000067	0.046220	0.268338	0.962216	0.871868	-0.480975	0.092252	0.487556	0.834661	-0.256185
41105	0	0	0	0	0	0	0	0	9.465802	0.883864	-2.547045	-0.169922	0.406982	0.262207	0.094659	0.008836	-0.025468	1.000000	0.000056	-0.000024	-0.000038	0.046178	0.268415	0.962196	0.871926	-0.480861	0.092295	0.487456	0.834701	-0.256243
41106	0	0	0	0	0	0	0	0	9.494489	0.850133	-2.528444	-0.172607	0.410400	0.266602	0.094946	0.008497	-0.025282	1.000000	0.000061	-0.000020	-0.000064	0.046086	0.268510	0.962174	0.871991	-0.480724	0.092388	0.487347	0.834749	-0.256293
41107	0	0	0	0	0	0	0	0	9.458900	0.866016	-2.511288	-0.173584	0.416992	0.261230	0.094591	0.008655	-0.025108	1.000000	0.000044	-0.000043	-0.000066	0.046018	0.268645	0.962139	0.872041	-0.480615	0.092487	0.487265	0.834769	-0.256386
41108	0	0	0	0	0	0	0	0	9.459842	0.855803	-2.533805	-0.181885	0.406982	0.259277	0.094600	0.008555	-0.025335	1.000000	0.000033	-0.000033	-0.000043	0.045974	0.268741	0.962115	0.872077	-0.480536	0.092554	0.487204	0.834783	-0.256455
41109	0	0	0	0	0	0	0	0	9.445161	0.873681	-2.543990	-0.185547	0.401855	0.270508	0.094453	0.008733	-0.025437	1.000000	0.000024	-0.000028	-0.000044	0.045934	0.268827	0.962093	0.872105	-0.480474	0.092616	0.487158	0.834792	-0.256515
41110	0	0	0	0	0	0	0	0	9.444976	0.874331	-2.544456	-0.183105	0.411133	0.261475	0.094451	0.008740	-0.025443	1.000000	0.000028	-0.000017	-0.000039	0.045883	0.268892	0.962077	0.872136	-0.480405	0.092676	0.487107	0.834810	-0.256553
41111	0	0	0	0	0	0	0	0	9.444858	0.874908	-2.544695	-0.181152	0.416016	0.271729	0.094449	0.008746	-0.025446	1.000000	0.000008	-0.000005	-0.000032	0.045848	0.268929	0.962068	0.872149	-0.480375	0.092717	0.487087	0.834816	-0.256570
41112	0	0	0	0	0	0	0	0	9.447429	0.928204	-2.516819	-0.175293	0.412842	0.263916	0.094475	0.009278	-0.025165	1.000000	0.000024	-0.000028	-0.000044	0.045798	0.269018	0.962046	0.872176	-0.480312	0.092790	0.487044	0.834823	-0.256629
41113	0	0	0	0	0	0	0	0	9.462934	0.900543	-2.529453	-0.195557	0.409668	0.265381	0.094630	0.009003	-0.025293	1.000000	0.000021	-0.000017	-0.000030	0.045781	0.269074	0.962031	0.872201	-0.480261	0.092820	0.487001	0.834834	-0.256673
41114	0	0	0	0	0	0	0	0	9.480001	0.936469	-2.491924	-0.186523	0.412354	0.271973	0.094800	0.009362	-0.024919	1.000000	0.000041	-0.000003	-0.000034	0.045724	0.269112	0.962023	0.872243	-0.480175	0.092865	0.486930	0.834872	-0.256687
41115	0	0	0	0	0	0	0	0	9.448201	0.918734	-2.539672	-0.181885	0.411377	0.266357	0.094483	0.009184	-0.025393	1.000000	0.000033	-0.000033	-0.000043	0.045695	0.269205	0.961998	0.872281	-0.480096	0.092916	0.486865	0.834887	-0.256760
