// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
22580	0	0	0	0	0	0	0	0	9.838299	0.126773	-0.514311	-0.191895	0.397217	0.246338	0.098383	0.001260	-0.005145	1.000000	0.000032	0.000018	-0.000077	0.016374	0.049125	0.998658	0.836248	-0.548192	0.013255	0.548108	0.834909	-0.050057
22581	0	0	0	0	0	0	0	0	9.852658	0.179988	-0.521942	-0.197998	0.405029	0.252197	0.098526	0.001795	-0.005224	1.000000	0.000044	0.000045	-0.000048	0.016245	0.049103	0.998662	0.836297	-0.548114	0.013346	0.548036	0.834961	-0.049968
22582	0	0	0	0	0	0	0	0	9.890825	0.212610	-0.543889	-0.191162	0.402344	0.247559	0.098908	0.002121	-0.005443	1.000000	0.000057	0.000046	-0.000051	0.016091	0.049087	0.998665	0.836356	-0.548022	0.013461	0.547951	0.835023	-0.049872
22583	0	0	0	0	0	0	0	0	9.900339	0.237386	-0.520022	-0.187744	0.404297	0.245605	0.099003	0.002370	-0.005205	1.000000	0.000061	0.000045	-0.000039	0.015977	0.049054	0.998668	0.836424	-0.547916	0.013532	0.547850	0.835094	-0.049784
22584	0	0	0	0	0	0	0	0	9.908311	0.199171	-0.533637	-0.193604	0.407959	0.251465	0.099083	0.001989	-0.005342	1.000000	0.000084	0.000060	-0.000036	0.015848	0.048997	0.998673	0.836517	-0.547772	0.013600	0.547711	0.835192	-0.049668
22585	0	0	0	0	0	0	0	0	9.871769	0.134515	-0.501308	-0.187500	0.404297	0.255127	0.098717	0.001343	-0.005019	1.000000	0.000079	0.000063	-0.000025	0.015738	0.048920	0.998679	0.836605	-0.547637	0.013642	0.547581	0.835284	-0.049545
22586	0	0	0	0	0	0	0	0	9.814735	0.151652	-0.493831	-0.189209	0.404053	0.246094	0.098147	0.001514	-0.004946	1.000000	0.000072	0.000077	-0.000027	0.015604	0.048828	0.998685	0.836684	-0.547515	0.013696	0.547464	0.835370	-0.049398
22587	0	0	0	0	0	0	0	0	9.798926	0.133509	-0.492544	-0.179688	0.412354	0.249023	0.097989	0.001333	-0.004931	1.000000	0.000066	0.000062	-0.000021	0.015501	0.048749	0.998691	0.836757	-0.547402	0.013733	0.547355	0.835449	-0.049276
22588	0	0	0	0	0	0	0	0	9.765688	0.130376	-0.499987	-0.195557	0.412598	0.252197	0.097657	0.001301	-0.005004	1.000000	0.000070	0.000042	-0.000037	0.015389	0.048728	0.998694	0.836835	-0.547281	0.013807	0.547239	0.835529	-0.049200
22589	0	0	0	0	0	0	0	0	9.776726	0.121648	-0.467838	-0.198242	0.405273	0.259033	0.097767	0.001212	-0.004683	1.000000	0.000044	0.000045	-0.000048	0.015260	0.048705	0.998697	0.836884	-0.547203	0.013898	0.547167	0.835581	-0.049111
22590	0	0	0	0	0	0	0	0	9.799032	0.135708	-0.489836	-0.190674	0.406006	0.248291	0.097990	0.001352	-0.004903	1.000000	0.000057	0.000046	-0.000051	0.015122	0.048692	0.998699	0.836948	-0.547104	0.014002	0.547074	0.835648	-0.049026
22591	0	0	0	0	0	0	0	0	9.822896	0.116184	-0.503416	-0.185547	0.403320	0.250732	0.098229	0.001159	-0.005039	1.000000	0.000072	0.000053	-0.000037	0.015002	0.048645	0.998703	0.837028	-0.546979	0.014069	0.546954	0.835732	-0.048923
22592	0	0	0	0	0	0	0	0	9.849791	0.126063	-0.471198	-0.190186	0.404297	0.247559	0.098498	0.001256	-0.004715	1.000000	0.000054	0.000035	-0.000051	0.014879	0.048651	0.998705	0.837089	-0.546883	0.014169	0.546864	0.835794	-0.048862
22593	0	0	0	0	0	0	0	0	9.859261	0.150954	-0.447378	-0.196045	0.406006	0.251221	0.098592	0.001505	-0.004479	1.000000	0.000055	0.000053	-0.000046	0.014744	0.048613	0.998709	0.837151	-0.546786	0.014256	0.546773	0.835860	-0.048759
22594	0	0	0	0	0	0	0	0	9.895970	0.120840	-0.506764	-0.189209	0.406982	0.246582	0.098960	0.001202	-0.005072	1.000000	0.000065	0.000048	-0.000067	0.014578	0.048612	0.998711	0.837224	-0.546671	0.014388	0.546666	0.835936	-0.048668
22595	0	0	0	0	0	0	0	0	9.880146	0.103394	-0.505929	-0.191162	0.405029	0.255127	0.098801	0.001029	-0.005063	1.000000	0.000079	0.000043	-0.000053	0.014442	0.048597	0.998714	0.837312	-0.546533	0.014486	0.546535	0.836026	-0.048584
22596	0	0	0	0	0	0	0	0	9.918015	0.103951	-0.442419	-0.188477	0.400879	0.250244	0.099180	0.001035	-0.004428	1.000000	0.000075	0.000039	-0.000048	0.014327	0.048589	0.998716	0.837396	-0.546403	0.014570	0.546409	0.836112	-0.048516
22597	0	0	0	0	0	0	0	0	9.899052	0.153446	-0.458369	-0.190430	0.412598	0.252197	0.098990	0.001527	-0.004588	1.000000	0.000035	0.000047	-0.000073	0.014154	0.048590	0.998719	0.837436	-0.546338	0.014712	0.546352	0.836154	-0.048424
22598	0	0	0	0	0	0	0	0	9.873820	0.112061	-0.480256	-0.196045	0.408691	0.246582	0.098738	0.001116	-0.004809	1.000000	0.000061	0.000068	-0.000052	0.014000	0.048530	0.998724	0.837504	-0.546231	0.014803	0.546252	0.836228	-0.048291
22599	0	0	0	0	0	0	0	0	9.888136	0.164995	-0.487496	-0.193604	0.409424	0.245850	0.098881	0.001646	-0.004879	1.000000	0.000031	0.000044	-0.000044	0.013877	0.048504	0.998727	0.837538	-0.546175	0.014888	0.546202	0.836265	-0.048204
22600	0	0	0	0	0	0	0	0	9.872325	0.147170	-0.486571	-0.191406	0.408691	0.247314	0.098723	0.001468	-0.004871	1.000000	0.000050	0.000055	-0.000036	0.013766	0.048447	0.998731	0.837594	-0.546088	0.014945	0.546119	0.836326	-0.048097
22601	0	0	0	0	0	0	0	0	9.880394	0.108804	-0.499924	-0.189209	0.403320	0.249756	0.098804	0.001086	-0.005006	1.000000	0.000057	0.000065	-0.000023	0.013656	0.048364	0.998736	0.837657	-0.545991	0.014986	0.546026	0.836394	-0.047968
22602	0	0	0	0	0	0	0	0	9.865989	0.153652	-0.461135	-0.190430	0.406494	0.245850	0.098660	0.001533	-0.004619	1.000000	0.000064	0.000074	-0.000034	0.013535	0.048276	0.998742	0.837727	-0.545882	0.015034	0.545921	0.836470	-0.047830
22603	0	0	0	0	0	0	0	0	9.839239	0.145152	-0.490954	-0.189209	0.405762	0.244141	0.098392	0.001448	-0.004918	1.000000	0.000056	0.000088	-0.000037	0.013378	0.048169	0.998750	0.837790	-0.545784	0.015101	0.545829	0.836540	-0.047656
22604	0	0	0	0	0	0	0	0	9.815437	0.166009	-0.474895	-0.185547	0.402588	0.241211	0.098154	0.001658	-0.004756	1.000000	0.000059	0.000076	-0.000024	0.013271	0.048066	0.998756	0.837855	-0.545683	0.015129	0.545732	0.836612	-0.047514
22605	0	0	0	0	0	0	0	0	9.785402	0.095892	-0.465060	-0.189453	0.413574	0.246338	0.097854	0.000956	-0.004658	1.000000	0.000075	0.000081	-0.000033	0.013127	0.047966	0.998763	0.837938	-0.545554	0.015187	0.545608	0.836702	-0.047354
22606	0	0	0	0	0	0	0	0	9.769635	0.077900	-0.463472	-0.193604	0.404053	0.249023	0.097696	0.000776	-0.004643	1.000000	0.000043	0.000087	-0.000033	0.012998	0.047853	0.998770	0.837987	-0.545478	0.015229	0.545536	0.836758	-0.047191
22607	0	0	0	0	0	0	0	0	9.831736	0.089945	-0.499017	-0.188477	0.407227	0.245361	0.098317	0.000896	-0.004999	1.000000	0.000069	0.000089	-0.000040	0.012834	0.047748	0.998777	0.838063	-0.545358	0.015303	0.545422	0.836842	-0.047016
22608	0	0	0	0	0	0	0	0	9.876016	0.084931	-0.457500	-0.187988	0.409912	0.248779	0.098760	0.000846	-0.004583	1.000000	0.000032	0.000079	-0.000034	0.012729	0.047644	0.998783	0.838099	-0.545303	0.015331	0.545370	0.836884	-0.046872
22609	0	0	0	0	0	0	0	0	9.885440	0.109851	-0.433005	-0.197266	0.409180	0.249268	0.098854	0.001093	-0.004338	1.000000	0.000032	0.000078	-0.000058	0.012548	0.047577	0.998789	0.838136	-0.545243	0.015443	0.545317	0.836927	-0.046718
22610	0	0	0	0	0	0	0	0	9.891972	0.105394	-0.454427	-0.197754	0.408447	0.250977	0.098919	0.001049	-0.004551	1.000000	0.000003	0.000072	-0.000045	0.012445	0.047483	0.998795	0.838140	-0.545235	0.015477	0.545312	0.836938	-0.046582
22611	0	0	0	0	0	0	0	0	9.931764	0.104523	-0.467277	-0.191406	0.413330	0.254150	0.099317	0.001041	-0.004681	1.000000	-0.000008	0.000082	-0.000042	0.012285	0.047391	0.998801	0.838133	-0.545244	0.015562	0.545328	0.836937	-0.046419
22612	0	0	0	0	0	0	0	0	9.874670	0.122024	-0.459924	-0.189453	0.413086	0.242676	0.098746	0.001215	-0.004606	1.000000	0.000004	0.000065	-0.000050	0.012192	0.047307	0.998806	0.838139	-0.545235	0.015593	0.545321	0.836948	-0.046297
22613	0	0	0	0	0	0	0	0	9.839889	0.152643	-0.475397	-0.192139	0.405273	0.254150	0.098399	0.001522	-0.004762	1.000000	-0.000030	0.000084	-0.000040	0.012033	0.047209	0.998813	0.838106	-0.545281	0.015676	0.545374	0.836923	-0.046128
22614	0	0	0	0	0	0	0	0	9.857375	0.138403	-0.465330	-0.187744	0.411377	0.249756	0.098573	0.001382	-0.004661	1.000000	-0.000020	0.000076	-0.000020	0.011981	0.047075	0.998820	0.838086	-0.545314	0.015648	0.545407	0.836909	-0.045986
22615	0	0	0	0	0	0	0	0	9.841614	0.120355	-0.463879	-0.200195	0.406982	0.246338	0.098416	0.001200	-0.004646	1.000000	-0.000024	0.000077	-0.000033	0.011842	0.046982	0.998826	0.838060	-0.545352	0.015716	0.545450	0.836890	-0.045831
22616	0	0	0	0	0	0	0	0	9.863997	0.134161	-0.485290	-0.192627	0.409912	0.248535	0.098640	0.001338	-0.004859	1.000000	-0.000026	0.000066	-0.000032	0.011782	0.046877	0.998831	0.838033	-0.545393	0.015711	0.545492	0.836869	-0.045710
22617	0	0	0	0	0	0	0	0	9.865655	0.101278	-0.475434	-0.192383	0.412842	0.248047	0.098656	0.001010	-0.004762	1.000000	-0.000029	0.000079	-0.000022	0.011658	0.046768	0.998838	0.838002	-0.545440	0.015758	0.545543	0.836844	-0.045550
22618	0	0	0	0	0	0	0	0	9.890863	0.144249	-0.450826	-0.187256	0.407227	0.251221	0.098908	0.001441	-0.004516	1.000000	-0.000025	0.000079	-0.000010	0.011638	0.046620	0.998845	0.837977	-0.545480	0.015696	0.545582	0.836826	-0.045415
22619	0	0	0	0	0	0	0	0	9.813556	0.146375	-0.497703	-0.195068	0.411133	0.249512	0.098135	0.001463	-0.004986	1.000000	-0.000014	0.000086	-0.000008	0.011531	0.046485	0.998852	0.837962	-0.545502	0.015713	0.545606	0.836819	-0.045242
22620	0	0	0	0	0	0	0	0	9.788126	0.200247	-0.489846	-0.188232	0.412842	0.247803	0.097881	0.002002	-0.004909	1.000000	-0.000013	0.000104	-0.000003	0.011497	0.046300	0.998861	0.837947	-0.545527	0.015642	0.545630	0.836813	-0.045068
22621	0	0	0	0	0	0	0	0	9.813737	0.146876	-0.493975	-0.195801	0.407227	0.243896	0.098137	0.001465	-0.004948	1.000000	0.000000	0.000085	-0.000035	0.011345	0.046195	0.998868	0.837948	-0.545524	0.015711	0.545632	0.836821	-0.044898
22622	0	0	0	0	0	0	0	0	9.797995	0.128912	-0.492320	-0.190186	0.403076	0.243896	0.097980	0.001286	-0.004932	1.000000	-0.000001	0.000092	-0.000030	0.011272	0.046070	0.998875	0.837951	-0.545519	0.015704	0.545629	0.836831	-0.044753
22623	0	0	0	0	0	0	0	0	9.831296	0.133481	-0.482120	-0.193604	0.406982	0.248291	0.098313	0.001329	-0.004828	1.000000	-0.000014	0.000072	-0.000054	0.011103	0.046008	0.998879	0.837937	-0.545538	0.015813	0.545654	0.836822	-0.044609
22624	0	0	0	0	0	0	0	0	9.853721	0.147611	-0.503120	-0.201660	0.402100	0.251221	0.098537	0.001472	-0.005042	1.000000	-0.000036	0.000110	-0.000043	0.010986	0.045883	0.998886	0.837899	-0.545595	0.015846	0.545715	0.836792	-0.044439
22625	0	0	0	0	0	0	0	0	9.863092	0.172474	-0.478006	-0.193604	0.401367	0.253418	0.098630	0.001721	-0.004791	1.000000	-0.000039	0.000105	-0.000037	0.010808	0.045747	0.998895	0.837857	-0.545657	0.015924	0.545783	0.836759	-0.044227
22626	0	0	0	0	0	0	0	0	9.863172	0.173316	-0.476051	-0.184326	0.397705	0.253906	0.098631	0.001729	-0.004770	1.000000	-0.000049	0.000091	-0.000044	0.010697	0.045683	0.998899	0.837793	-0.545754	0.015987	0.545883	0.836699	-0.044111
22627	0	0	0	0	0	0	0	0	9.880649	0.159205	-0.465910	-0.187012	0.409424	0.238770	0.098806	0.001589	-0.004666	1.000000	-0.000028	0.000073	-0.000027	0.010571	0.045591	0.998904	0.837763	-0.545799	0.016045	0.545932	0.836675	-0.043964
22628	0	0	0	0	0	0	0	0	9.851794	0.152130	-0.418700	-0.198242	0.405518	0.248779	0.098518	0.001518	-0.004195	1.000000	-0.000043	0.000084	-0.000037	0.010507	0.045524	0.998908	0.837715	-0.545871	0.016066	0.546007	0.836631	-0.043872
