// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
14653	0	0	0	0	0	0	0	0	8.552318	0.119454	-4.713552	0.072266	-0.055176	0.618408	0.085519	0.001193	-0.047144	1.000000	-0.000047	0.000096	0.000005	0.479346	-0.058398	0.875681	-0.142881	-0.989665	0.012214	0.865917	-0.130973	-0.482736
14654	0	0	0	0	0	0	0	0	8.543225	0.111898	-4.752136	0.070557	-0.058838	0.622070	0.085428	0.001115	-0.047530	1.000000	-0.000127	0.000099	0.000023	0.482243	-0.062638	0.873796	-0.149091	-0.988758	0.011404	0.863258	-0.135774	-0.486160
14655	0	0	0	0	0	0	0	0	8.542047	0.180324	-4.763175	0.077393	-0.059814	0.608887	0.085414	0.001801	-0.047644	1.000000	-0.000194	0.000137	0.000078	0.480612	-0.060734	0.874828	-0.146549	-0.989132	0.011842	0.864601	-0.133897	-0.484290
14656	0	0	0	0	0	0	0	0	8.532200	0.206594	-4.807642	0.063965	-0.061279	0.616455	0.085316	0.002064	-0.048088	1.000000	-0.000260	0.000128	0.000118	0.480357	-0.060934	0.874954	-0.147113	-0.989048	0.011887	0.864647	-0.134427	-0.484060
14657	0	0	0	0	0	0	0	0	8.587838	0.228888	-4.793838	0.068359	-0.063477	0.623535	0.085873	0.002285	-0.047948	1.000000	-0.000326	0.000101	0.000139	0.480143	-0.061182	0.875054	-0.147820	-0.988942	0.011964	0.864645	-0.135095	-0.483878
14658	0	0	0	0	0	0	0	0	8.544391	0.295236	-4.809198	0.067139	-0.066895	0.615234	0.085440	0.002949	-0.048098	1.000000	-0.000378	0.000062	0.000171	0.479986	-0.061504	0.875118	-0.148638	-0.988819	0.012030	0.864593	-0.135850	-0.483760
14659	0	0	0	0	0	0	0	0	8.540403	0.352117	-4.788364	0.072266	-0.067383	0.613037	0.085400	0.003519	-0.047890	1.000000	-0.000366	0.000063	0.000182	0.479826	-0.061841	0.875182	-0.149446	-0.988696	0.012073	0.864542	-0.136585	-0.483644
14660	0	0	0	0	0	0	0	0	8.537516	0.374780	-4.761092	0.074951	-0.061279	0.613770	0.085372	0.003747	-0.047617	1.000000	-0.000374	0.000052	0.000203	0.479674	-0.062228	0.875237	-0.150288	-0.988569	0.012080	0.864480	-0.137332	-0.483543
14661	0	0	0	0	0	0	0	0	8.590160	0.384824	-4.715711	0.060059	-0.062012	0.605713	0.085899	0.003849	-0.047162	1.000000	-0.000369	0.000044	0.000211	0.479544	-0.062609	0.875281	-0.151127	-0.988440	0.012096	0.864406	-0.138079	-0.483463
14662	0	0	0	0	0	0	0	0	8.570047	0.443647	-4.676892	0.067383	-0.067139	0.614746	0.085698	0.004440	-0.046774	1.000000	-0.000352	0.000037	0.000229	0.479411	-0.063052	0.875322	-0.151955	-0.988314	0.012035	0.864335	-0.138779	-0.483390
