// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
23737	0	0	0	0	0	0	0	0	8.962179	0.532601	-3.886547	0.011963	-0.069580	0.614014	0.089620	0.005325	-0.038869	1.000000	0.000031	0.000042	-0.000028	0.400864	-0.011099	0.916070	-0.151706	-0.986926	0.054428	0.903489	-0.160791	-0.397307
23738	0	0	0	0	0	0	0	0	8.965059	0.542519	-3.852928	0.007813	-0.074951	0.616455	0.089649	0.005426	-0.038532	1.000000	0.000039	0.000032	-0.000013	0.397949	-0.012906	0.917317	-0.159932	-0.985566	0.055515	0.903360	-0.168801	-0.394269
23739	0	0	0	0	0	0	0	0	8.983599	0.516555	-3.918189	0.026367	-0.077393	0.617432	0.089835	0.005163	-0.039186	1.000000	0.000003	0.000042	-0.000034	0.399378	-0.011935	0.916709	-0.155759	-0.986262	0.055019	0.903458	-0.164759	-0.395750
23740	0	0	0	0	0	0	0	0	8.986528	0.526715	-3.884417	0.008301	-0.080078	0.619141	0.089864	0.005267	-0.038848	1.000000	0.000014	0.000046	-0.000011	0.399299	-0.011899	0.916744	-0.155724	-0.986267	0.055027	0.903499	-0.164731	-0.395668
23741	0	0	0	0	0	0	0	0	9.016138	0.541169	-3.872106	0.026855	-0.065430	0.619873	0.090160	0.005410	-0.038725	1.000000	0.000013	0.000044	-0.000028	0.399245	-0.011831	0.916768	-0.155693	-0.986269	0.055075	0.903528	-0.164723	-0.395605
23742	0	0	0	0	0	0	0	0	9.010674	0.520644	-3.882775	0.017334	-0.073242	0.614258	0.090105	0.005206	-0.038831	1.000000	0.000022	0.000041	-0.000017	0.399177	-0.011783	0.916798	-0.155639	-0.986277	0.055089	0.903567	-0.164680	-0.395533
23743	0	0	0	0	0	0	0	0	9.014067	0.531976	-3.903778	0.020020	-0.068359	0.619141	0.090140	0.005317	-0.039040	1.000000	0.000001	0.000025	-0.000033	0.399142	-0.011710	0.916814	-0.155611	-0.986278	0.055149	0.903588	-0.164679	-0.395487
23744	0	0	0	0	0	0	0	0	9.011111	0.521435	-3.881654	0.015869	-0.068848	0.613770	0.090110	0.005213	-0.038820	1.000000	0.000021	0.000037	-0.000024	0.399083	-0.011651	0.916841	-0.155554	-0.986285	0.055176	0.903624	-0.164638	-0.395422
23745	0	0	0	0	0	0	0	0	8.975744	0.485543	-3.849421	0.009521	-0.069336	0.621338	0.089756	0.004854	-0.038497	1.000000	0.000012	0.000031	-0.000020	0.399033	-0.011604	0.916863	-0.155517	-0.986290	0.055201	0.903652	-0.164615	-0.395366
23746	0	0	0	0	0	0	0	0	8.973407	0.476205	-3.881759	0.013916	-0.071045	0.619873	0.089733	0.004758	-0.038821	1.000000	0.000011	0.000043	-0.000045	0.398968	-0.011501	0.916893	-0.155460	-0.986294	0.055274	0.903690	-0.164593	-0.395288
23747	0	0	0	0	0	0	0	0	8.985215	0.518396	-3.858180	0.009521	-0.077637	0.609375	0.089851	0.005182	-0.038585	1.000000	-0.000005	0.000040	-0.000024	0.398901	-0.011448	0.916922	-0.155451	-0.986294	0.055313	0.903722	-0.164601	-0.395213
