// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
37733	0	0	0	0	0	0	0	0	9.086224	0.129465	-3.666670	-0.144287	0.460938	0.206543	0.090861	0.001292	-0.036671	1.000000	0.000013	0.000043	-0.000039	0.113888	0.356720	0.927243	0.942111	-0.335041	0.013180	0.315367	0.872065	-0.374227
37734	0	0	0	0	0	0	0	0	9.056201	0.141541	-3.654159	-0.141113	0.456055	0.209473	0.090560	0.001414	-0.036545	1.000000	0.000030	0.000043	-0.000030	0.116508	0.355880	0.927241	0.938504	-0.344964	0.014475	0.325016	0.868533	-0.374186
37735	0	0	0	0	0	0	0	0	9.070471	0.105849	-3.683147	-0.147461	0.460449	0.206055	0.090703	0.001055	-0.036835	1.000000	0.000045	0.000034	-0.000052	0.115091	0.356314	0.927251	0.940392	-0.339810	0.013857	0.320026	0.870385	-0.374183
37736	0	0	0	0	0	0	0	0	9.117335	0.119051	-3.676426	-0.148438	0.464111	0.200684	0.091173	0.001191	-0.036766	1.000000	0.000060	0.000022	-0.000017	0.115044	0.356287	0.927267	0.940435	-0.339692	0.013844	0.319918	0.870442	-0.374144
37737	0	0	0	0	0	0	0	0	9.092538	0.127571	-3.698253	-0.134521	0.464355	0.207031	0.090924	0.001276	-0.036985	1.000000	0.000055	0.000026	-0.000022	0.114975	0.356253	0.927289	0.940480	-0.339566	0.013846	0.319808	0.870505	-0.374090
37738	0	0	0	0	0	0	0	0	9.065630	0.109027	-3.647874	-0.139648	0.461670	0.206787	0.090656	0.001090	-0.036480	1.000000	0.000075	0.000018	-0.000030	0.114907	0.356243	0.927301	0.940535	-0.339414	0.013846	0.319672	0.870568	-0.374060
37739	0	0	0	0	0	0	0	0	9.096009	0.097496	-3.659484	-0.134766	0.465332	0.205322	0.090960	0.000974	-0.036594	1.000000	0.000072	-0.000004	-0.000036	0.114843	0.356274	0.927297	0.940589	-0.339264	0.013858	0.319536	0.870614	-0.374069
37740	0	0	0	0	0	0	0	0	9.071001	0.106319	-3.681830	-0.142578	0.471436	0.203613	0.090710	0.001061	-0.036818	1.000000	0.000080	-0.000005	-0.000053	0.114747	0.356318	0.927292	0.940652	-0.339087	0.013896	0.319384	0.870665	-0.374080
37741	0	0	0	0	0	0	0	0	9.054607	0.081830	-3.699938	-0.147461	0.463623	0.208740	0.090547	0.000819	-0.036998	1.000000	0.000064	-0.000013	-0.000015	0.114729	0.356350	0.927282	0.940697	-0.338965	0.013874	0.319260	0.870699	-0.374107
37742	0	0	0	0	0	0	0	0	9.070789	0.106783	-3.682338	-0.137939	0.466064	0.204102	0.090709	0.001063	-0.036821	1.000000	0.000042	-0.000022	-0.000069	0.114615	0.356436	0.927263	0.940739	-0.338844	0.013970	0.319176	0.870711	-0.374150
