// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
46692	0	0	0	0	0	0	0	0	9.398483	0.164416	-1.982658	-0.160645	0.432129	0.256836	0.093986	0.001633	-0.019823	1.000000	-0.000147	-0.000035	-0.000090	0.087594	0.187607	0.978331	0.869067	-0.494402	0.016996	0.486877	0.848747	-0.206350
46693	0	0	0	0	0	0	0	0	9.385748	0.218320	-1.994606	-0.158936	0.426758	0.259033	0.093857	0.002173	-0.019948	1.000000	-0.000174	0.000016	-0.000069	0.085067	0.190979	0.977901	0.865011	-0.501241	0.022643	0.494489	0.843969	-0.207838
46694	0	0	0	0	0	0	0	0	9.476590	0.222822	-1.928500	-0.159912	0.427002	0.260010	0.094765	0.002219	-0.019290	1.000000	-0.000199	0.000051	-0.000056	0.086297	0.189154	0.978148	0.866772	-0.498308	0.019892	0.491182	0.846114	-0.206956
46695	0	0	0	0	0	0	0	0	9.545091	0.303512	-1.906378	-0.163330	0.426758	0.258057	0.095449	0.003027	-0.019073	1.000000	-0.000227	0.000090	-0.000038	0.086144	0.189040	0.978184	0.866555	-0.498678	0.020059	0.491590	0.845922	-0.206772
46696	0	0	0	0	0	0	0	0	9.633819	0.310143	-1.926934	-0.157959	0.431152	0.264893	0.096336	0.003093	-0.019280	1.000000	-0.000208	0.000103	-0.000045	0.085959	0.188911	0.978225	0.866356	-0.499017	0.020239	0.491974	0.845751	-0.206559
46697	0	0	0	0	0	0	0	0	9.670347	0.366079	-1.876553	-0.159668	0.430908	0.265137	0.096701	0.003652	-0.018779	1.000000	-0.000216	0.000126	-0.000044	0.085758	0.188741	0.978275	0.866151	-0.499365	0.020414	0.492369	0.845584	-0.206303
46698	0	0	0	0	0	0	0	0	9.743095	0.360507	-1.882949	-0.162354	0.431641	0.261230	0.097429	0.003596	-0.018841	1.000000	-0.000161	0.000115	-0.000063	0.085527	0.188606	0.978321	0.866003	-0.499614	0.020610	0.492670	0.845466	-0.206064
46699	0	0	0	0	0	0	0	0	9.775554	0.387115	-1.908058	-0.164551	0.434814	0.265381	0.097754	0.003862	-0.019090	1.000000	-0.000125	0.000090	-0.000074	0.085310	0.188528	0.978355	0.865892	-0.499798	0.020807	0.492903	0.845375	-0.205883
46700	0	0	0	0	0	0	0	0	9.804546	0.349671	-1.908353	-0.157715	0.428711	0.265625	0.098045	0.003487	-0.019090	1.000000	-0.000089	0.000065	-0.000086	0.085070	0.188497	0.978382	0.865818	-0.499917	0.021032	0.493075	0.845312	-0.205732
46701	0	0	0	0	0	0	0	0	9.793253	0.344524	-1.927362	-0.168701	0.428467	0.269531	0.097932	0.003433	-0.019279	1.000000	-0.000073	0.000056	-0.000111	0.084822	0.188513	0.978401	0.865764	-0.499999	0.021280	0.493211	0.845260	-0.205619
46702	0	0	0	0	0	0	0	0	9.760685	0.357068	-1.999710	-0.167480	0.428711	0.260010	0.097606	0.003557	-0.020002	1.000000	-0.000049	0.000048	-0.000132	0.084497	0.188550	0.978422	0.865737	-0.500033	0.021595	0.493315	0.845231	-0.205486
46703	0	0	0	0	0	0	0	0	9.705793	0.320436	-2.011949	-0.159912	0.427246	0.256348	0.097057	0.003189	-0.020126	1.000000	-0.000021	0.000061	-0.000153	0.084172	0.188600	0.978440	0.865742	-0.500011	0.021903	0.493361	0.845233	-0.205365
46704	0	0	0	0	0	0	0	0	9.655560	0.288612	-2.057967	-0.158203	0.433838	0.267090	0.096555	0.002874	-0.020585	1.000000	-0.000011	0.000059	-0.000123	0.083835	0.188615	0.978466	0.865751	-0.499983	0.022202	0.493404	0.845246	-0.205210
46705	0	0	0	0	0	0	0	0	9.668783	0.330834	-2.049323	-0.167969	0.432129	0.262695	0.096687	0.003293	-0.020498	1.000000	-0.000010	0.000046	-0.000157	0.083518	0.188694	0.978478	0.865767	-0.499941	0.022513	0.493430	0.845253	-0.205119
46706	0	0	0	0	0	0	0	0	9.609287	0.289055	-2.027942	-0.169434	0.428467	0.265625	0.096092	0.002878	-0.020284	1.000000	-0.000019	0.000045	-0.000130	0.083173	0.188752	0.978496	0.865768	-0.499924	0.022845	0.493486	0.845250	-0.204996
46707	0	0	0	0	0	0	0	0	9.639838	0.284460	-2.041678	-0.171875	0.430420	0.256836	0.096398	0.002831	-0.020420	1.000000	-0.000049	0.000036	-0.000134	0.082904	0.188826	0.978505	0.865741	-0.499957	0.023128	0.493578	0.845215	-0.204923
46708	0	0	0	0	0	0	0	0	9.623790	0.274926	-2.027704	-0.156738	0.426025	0.263916	0.096238	0.002734	-0.020277	1.000000	-0.000062	0.000001	-0.000141	0.082575	0.188978	0.978503	0.865702	-0.500007	0.023511	0.493702	0.845151	-0.204887
46709	0	0	0	0	0	0	0	0	9.583256	0.218713	-2.041724	-0.166504	0.433105	0.262451	0.095832	0.002171	-0.020420	1.000000	-0.000070	0.000027	-0.000153	0.082283	0.189086	0.978507	0.865658	-0.500068	0.023839	0.493827	0.845091	-0.204831
46710	0	0	0	0	0	0	0	0	9.597757	0.202188	-2.042020	-0.158447	0.429443	0.266357	0.095977	0.002007	-0.020424	1.000000	-0.000087	0.000038	-0.000141	0.081919	0.189182	0.978519	0.865593	-0.500161	0.024234	0.494002	0.845014	-0.204728
46711	0	0	0	0	0	0	0	0	9.578870	0.219733	-2.006127	-0.158936	0.432129	0.261719	0.095788	0.002184	-0.020068	1.000000	-0.000093	0.000072	-0.000125	0.081632	0.189186	0.978542	0.865522	-0.500271	0.024516	0.494174	0.844948	-0.204583
