// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B457A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
17221	0	0	0	0	0	0	0	0	9.051909	3.220211	-2.141330	-0.281494	0.329590	0.302979	0.090519	0.032200	-0.021415	1.000000	0.000021	0.000031	-0.000033	-0.153447	0.362736	0.919172	0.808597	-0.488587	0.327800	0.568001	0.793540	-0.218335
17222	0	0	0	0	0	0	0	0	9.055246	3.207091	-2.193732	-0.282471	0.328857	0.294189	0.090554	0.032067	-0.021938	1.000000	0.000043	0.000027	-0.000052	-0.153561	0.362744	0.919150	0.808630	-0.488482	0.327877	0.567923	0.793601	-0.218314
17223	0	0	0	0	0	0	0	0	9.070992	3.190311	-2.187778	-0.280762	0.327881	0.302490	0.090711	0.031899	-0.021880	1.000000	0.000027	0.000032	-0.000055	-0.153711	0.362747	0.919123	0.808636	-0.488397	0.327987	0.567873	0.793652	-0.218258
17224	0	0	0	0	0	0	0	0	9.051382	3.222385	-2.140288	-0.282471	0.331543	0.302979	0.090514	0.032221	-0.021405	1.000000	0.000038	0.000037	-0.000041	-0.153820	0.362728	0.919113	0.808667	-0.488306	0.328046	0.567800	0.793716	-0.218215
17225	0	0	0	0	0	0	0	0	9.051447	3.188560	-2.142217	-0.272949	0.341797	0.304199	0.090515	0.031882	-0.021424	1.000000	0.000040	0.000032	-0.000046	-0.153930	0.362722	0.919096	0.808699	-0.488209	0.328113	0.567724	0.793779	-0.218183
17226	0	0	0	0	0	0	0	0	9.076698	3.207704	-2.156163	-0.276611	0.329102	0.300537	0.090768	0.032073	-0.021565	1.000000	0.000040	0.000049	-0.000053	-0.154072	0.362696	0.919083	0.808728	-0.488106	0.328193	0.567644	0.793854	-0.218119
17227	0	0	0	0	0	0	0	0	9.060836	3.191456	-2.163628	-0.281738	0.334229	0.302979	0.090609	0.031912	-0.021638	1.000000	0.000042	0.000033	-0.000034	-0.154162	0.362674	0.919076	0.808767	-0.488016	0.328234	0.567565	0.793919	-0.218086
17228	0	0	0	0	0	0	0	0	9.076408	3.209163	-2.155211	-0.276123	0.333740	0.301025	0.090766	0.032085	-0.021555	1.000000	0.000011	0.000036	-0.000071	-0.154318	0.362686	0.919046	0.808757	-0.487947	0.328359	0.567537	0.793956	-0.218026
17229	0	0	0	0	0	0	0	0	9.066611	3.208543	-2.132116	-0.271484	0.327881	0.302734	0.090666	0.032082	-0.021325	1.000000	0.000009	0.000050	-0.000036	-0.154425	0.362640	0.919046	0.808759	-0.487907	0.328414	0.567505	0.794002	-0.217943
17230	0	0	0	0	0	0	0	0	9.076145	3.210871	-2.153775	-0.273682	0.330322	0.309082	0.090762	0.032104	-0.021541	1.000000	-0.000005	0.000031	-0.000050	-0.154542	0.362639	0.919026	0.808737	-0.487879	0.328509	0.567504	0.794019	-0.217882
